Z mean train,Z variance train,KL Divergence,KL Loss,adapter Loss,QF Loss,VF Loss,Policy Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.004677871,0.0069160745,159.234,15.9234,391.166,199.84373,16.369804,-4.01025,-0.0023510875,7.809023e-05,-0.0021456217,-0.0025875897,0.0024410621,8.577271e-05,0.0027395478,0.002269183,-4.0197983,0.5293665,-2.344052,-5.2854776,1.7720035e-05,0.00065065833,0.0009675642,-0.0007988771,0.00222747,0.002606784,0.013569714,-0.005554063,0.074213095,0.081788585,-251.07256814343512,-251.37994188847722,-541.5684158176805,2000,35000,0,593.3973388453014,0,32.201258624438196,625.5985974697396,697.4882047409192,0
0.14002424,0.9384799,1.3797417,0.13797417,137.53078,19.339169,6.4981217,17.554495,-4.5144353,1.1657604,-2.20821,-8.646619,-0.48587027,0.18018065,-0.100727156,-1.1400068,-3.9484563,0.45739418,-2.972436,-6.7361555,0.02536966,0.0667793,0.29058433,-0.24236381,-0.28128973,0.07526295,-0.15627107,-0.5387215,0.008953845,0.052627522,-317.40698461022015,-317.78962343470903,-538.5940923952492,4000,40000,0,587.9261708529666,71.89143653633073,4.6810313439927995,664.4986387332901,1360.299556269776,1
0.02811999,0.9143751,0.29120055,0.029120056,106.57047,24.36754,4.586329,40.72242,-26.89087,5.729117,-13.176163,-45.52837,-22.818085,4.9707737,-10.940377,-37.03329,-3.6051006,0.8871564,-1.4733005,-7.7420073,0.0566809,0.23712297,1.2102,-0.8234925,-0.36799383,0.121977985,-0.1426968,-0.76437706,0.005353019,0.08041271,-258.1576326074417,-258.5753160890084,-549.9761611659203,6000,45000,0,595.6598942489363,70.20438994513825,4.902958105318248,670.7672422993928,2029.951132856775,2
0.008247061,0.9985587,0.25080365,0.025080366,30.426767,38.63763,8.304823,75.691986,-19.030382,4.127246,-8.4576235,-36.852386,-15.871058,3.470528,-8.5963,-29.28956,-3.6800818,0.8412341,-1.9209604,-7.734683,0.04767287,0.17994003,0.9586432,-0.49644244,-0.4131632,0.13674106,-0.14141203,-0.8332623,0.009497384,0.04690379,-282.4476782284516,-284.0948721653269,-528.206402703707,8000,50000,0,629.116943934001,69.08896791702136,4.69380470784381,702.8997165588662,2734.280236433726,3
0.026965613,0.7840537,1.165814,0.1165814,19.99682,42.231544,9.179055,78.06984,-90.28522,19.844828,-38.00351,-144.44928,-84.92866,19.585894,-25.008575,-136.20647,-2.6070604,1.5737389,2.5611262,-7.0237255,0.03302653,0.5024983,1.9490284,-1.3893379,-0.41405034,0.14428663,-0.11021503,-0.85603565,0.032660753,0.08041546,-229.38288004928827,-237.4163322071501,-417.1062627779768,10000,55000,0,792.1485794172622,70.51862028893083,4.687600345350802,867.3548000515439,3612.689593244344,4
0.034479775,0.50678897,5.1206923,0.5120692,8.838019,36.55165,10.936963,81.556595,-221.62164,46.27899,-92.11867,-282.92627,-214.23218,46.20673,-90.42312,-271.83395,-2.2607021,1.9346666,3.2150102,-6.4814415,-0.1030865,0.57016784,2.2473395,-2.5343506,-0.41914225,0.13444152,-0.07490638,-0.8992578,0.003923354,0.10698565,-202.59640638137122,-192.71948318822788,-380.2501788053469,12000,60000,0,785.5472559155896,81.57513063494116,5.470113357063383,872.5924999075942,4484.394253255799,5
0.0067484477,0.93435687,0.6286129,0.062861286,12.712956,39.67256,10.058643,119.485115,-0.57886684,1.2178571,1.9529257,-3.9893088,2.8778546,0.47270554,5.023825,1.9591084,-3.4437656,0.8743767,-1.6789949,-7.581282,0.121907115,0.19636486,0.5885,-0.17039211,-0.40128422,0.15259565,-0.077056654,-0.9325552,0.005209389,0.1028111,-142.7262331905831,-153.37523169363112,-282.5106596541601,14000,65000,0,805.2673328612,80.68766206828877,6.219750540331006,892.1747454698198,5366.18740283791,6
0.007675165,0.8623028,0.24169943,0.024169942,18.278648,44.57051,11.333303,142.54134,-231.94952,62.90598,-118.27906,-423.80316,-225.12929,61.809677,-115.85507,-424.70087,-1.5072093,2.2298331,5.678194,-6.722885,-0.04570532,0.69953537,2.279144,-2.3920987,-0.5056098,0.20867018,-0.10040337,-1.5481404,0.0050269305,0.0763645,-117.93818860188598,-120.52515055004496,-256.44532251766293,16000,70000,0,750.3243715111166,70.32289913482964,5.653768135700375,826.3010387816466,6185.469256849494,7
0.009158982,0.7745107,1.4947736,0.14947736,7.571719,38.033615,10.313968,148.71432,-141.9143,35.426476,-78.09772,-255.23477,-135.89839,34.928303,-76.29179,-237.61725,-2.549172,1.481312,0.94993794,-6.2194223,0.07733501,0.50118965,1.6457657,-1.3552982,-0.43830037,0.18115243,-0.034899045,-1.3891855,0.013371943,0.09202969,-149.78887605670585,-145.155953151833,-294.87954393571755,18000,75000,0,593.4286836050451,63.28606580896303,4.664747126400471,661.3794965404086,6841.6286157257855,8
0.018200625,0.7461222,0.96920377,0.09692038,6.9430027,49.528824,22.821344,189.79453,-272.76175,66.956276,-178.8989,-544.9096,-259.00116,65.65279,-168.34065,-534.3733,-1.3718837,2.4738944,7.4096446,-9.246593,-0.12891601,0.7026582,2.016085,-2.4159644,-0.51113373,0.20455915,0.07328674,-1.3848457,0.004223857,0.10491346,-143.5134285850649,-146.13256210745482,-288.0318466336575,20000,80000,0,599.7668624441139,58.066211838740855,4.815797984600067,662.6488722674549,7504.832287538797,9
0.0050286474,0.7934216,0.2748924,0.02748924,13.435332,28.483532,8.682474,153.37805,-239.90366,68.87677,-149.23677,-430.26758,-231.30414,69.57871,-138.16302,-424.80896,-1.7895012,1.9036545,3.4814434,-5.640085,-0.040305015,0.636605,1.86834,-2.0592418,-0.4983348,0.18305577,-0.13409683,-1.4267716,0.015188804,0.052901648,-139.045774698945,-140.6785970936107,-282.4066797901491,22000,85000,0,600.7689458988607,58.62125129671767,3.944240164011717,663.3344373595901,8172.081480031833,10
0.029483754,0.5888641,4.981432,0.4981432,18.37679,38.463192,16.86622,173.32553,-144.26212,37.22788,-95.62895,-294.7795,-143.43246,37.073437,-95.23767,-287.19827,-2.7641704,1.5542315,1.6943594,-7.7913027,-0.01472557,0.4300577,1.5841558,-1.4053619,-0.47153068,0.18723975,-0.08018697,-1.2997614,0.02757223,0.08201443,-116.74192342403555,-122.87628734114604,-232.92249171307856,24000,90000,0,587.320533788763,62.53625434404239,3.991263705305755,653.8480518381111,8831.390614815056,11
0.049245376,0.87526953,0.7478533,0.07478533,36.619152,38.56749,19.267181,187.65628,-129.31505,28.877039,-92.83208,-267.4115,-125.94231,28.14477,-92.45517,-265.37967,-2.7490845,1.3736669,1.4593718,-6.21585,0.03049878,0.40790462,1.5284851,-1.2202989,-0.49901247,0.18100487,-0.09894556,-1.2518414,0.008866259,0.09681917,-101.01061919845193,-97.56260120746605,-192.1279282750343,26000,95000,0,588.1662219567224,67.99765863874927,3.9835123233497143,660.1473929188214,9496.343933756929,12
